,strain,sal,las,iptg,chlor,cole1,plate,measurement,std
0,1x diff 2x bxb1,10,0.01,10,+,carb,1,2625.9375,214.74094650797937
1,1x diff 2x bxb1,10,0.01,10,+,carb,2,8405.4375,541.9359765494177
2,1x diff 2x bxb1,10,0.01,10,+,carb,3,13129.25,948.9501341708409
3,1x diff 2x bxb1,10,0.01,10,+,carb,4,17048.4375,1383.2654026278337
4,1x diff 2x bxb1,10,0.01,10,+,carb,5,21097.875,1798.2867392127903
5,1x diff 2x bxb1,10,0.01,10,+,carb,6,24653.4375,2152.8700185947787
6,1x diff 2x bxb1,10,0.01,10,+,carb,7,28810.6875,2558.5530919070534
7,1x diff 2x bxb1,10,0.01,10,+,carb,8,33553.875,3063.6563443749
8,1x diff 2x bxb1,10,0.01,10,+,carb,9,39328.1875,3575.0464226506415
9,1x diff 2x bxb1,10,0.01,10,+,carb,10,45977.0625,4015.988647514368
10,1x diff 2x bxb1,10,0.01,10,+,carb,11,52723.125,4500.655228091001
11,1x diff 2x bxb1,10,0.01,10,+,carb,12,59231.625,5150.903220032664
12,1x diff 2x bxb1,10,0.01,10,+,carb,13,66933.0625,5892.847913466798
13,1x diff 2x bxb1,10,0.01,10,+,carb,14,74221.1875,6546.481748332459
14,1x diff 2x bxb1,10,0.01,10,+,carb,15,81191.0625,7142.629299982203
15,1x diff 2x bxb1,10,0.01,10,+,carb,16,87988.1875,7693.4299007915115
16,1x diff 2x bxb1,10,0.01,10,+,kan,1,2591.625,344.9617732445148
17,1x diff 2x bxb1,10,0.01,10,+,kan,2,5612.375,723.1909326035551
18,1x diff 2x bxb1,10,0.01,10,+,kan,3,8973.9375,941.947543182285
19,1x diff 2x bxb1,10,0.01,10,+,kan,4,12328.3125,1112.666743122127
20,1x diff 2x bxb1,10,0.01,10,+,kan,5,15150.375,1349.765925474276
21,1x diff 2x bxb1,10,0.01,10,+,kan,6,17363.3125,1566.6950641739902
22,1x diff 2x bxb1,10,0.01,10,+,kan,7,19916.1875,1981.595045438685
23,1x diff 2x bxb1,10,0.01,10,+,kan,8,22426.0625,2304.12980843249
24,1x diff 2x bxb1,10,0.01,10,+,kan,9,25605.5,2651.6332298631123
25,1x diff 2x bxb1,10,0.01,10,+,kan,10,29592.875,3043.6678266995086
26,1x diff 2x bxb1,10,0.01,10,+,kan,11,34013.6875,3577.365640259204
27,1x diff 2x bxb1,10,0.01,10,+,kan,12,38294.0,3859.6684905756933
28,1x diff 2x bxb1,10,0.01,10,+,kan,13,45579.375,4724.289801123549
29,1x diff 2x bxb1,10,0.01,10,+,kan,14,51927.0,5666.042301037194
30,1x diff 2x bxb1,10,0.01,10,+,kan,15,56668.75,6341.3252839720235
31,1x diff 2x bxb1,10,0.01,10,+,kan,16,60418.6875,6596.75680022009
32,1x diff 2x bxb1,10,0.01,10,-,carb,1,2183.6875,160.5056602250703
33,1x diff 2x bxb1,10,0.01,10,-,carb,2,7680.0625,622.719923142476
34,1x diff 2x bxb1,10,0.01,10,-,carb,3,13168.625,1204.060058718003
35,1x diff 2x bxb1,10,0.01,10,-,carb,4,18701.875,2117.0196326439673
36,1x diff 2x bxb1,10,0.01,10,-,carb,5,23347.625,2977.7026109545786
37,1x diff 2x bxb1,10,0.01,10,-,carb,6,28017.8125,3724.668287603417
38,1x diff 2x bxb1,10,0.01,10,-,carb,7,32894.1875,4516.799482705014
39,1x diff 2x bxb1,10,0.01,10,-,carb,8,38362.25,5388.749669450232
40,1x diff 2x bxb1,10,0.01,10,-,carb,9,45435.875,6349.826925369136
41,1x diff 2x bxb1,10,0.01,10,-,carb,10,53838.6875,7440.727417096779
42,1x diff 2x bxb1,10,0.01,10,-,carb,11,62710.5625,8869.885852210838
43,1x diff 2x bxb1,10,0.01,10,-,carb,12,71628.25,10360.417017944512
44,1x diff 2x bxb1,10,0.01,10,-,carb,13,81007.1875,11770.028264735758
45,1x diff 2x bxb1,10,0.01,10,-,carb,14,89134.125,12884.604281162185
46,1x diff 2x bxb1,10,0.01,10,-,carb,15,97330.1875,13978.319112462035
47,1x diff 2x bxb1,10,0.01,10,-,carb,16,106298.0,14976.609806151533
48,1x diff 2x bxb1,10,0.01,10,-,kan,1,1664.8125,158.12087092293848
49,1x diff 2x bxb1,10,0.01,10,-,kan,2,3797.1875,320.8169190297082
50,1x diff 2x bxb1,10,0.01,10,-,kan,3,6333.875,681.7244808990965
51,1x diff 2x bxb1,10,0.01,10,-,kan,4,8570.75,872.7584349144306
52,1x diff 2x bxb1,10,0.01,10,-,kan,5,10287.125,1004.9097240903926
53,1x diff 2x bxb1,10,0.01,10,-,kan,6,11786.8125,1109.253221686297
54,1x diff 2x bxb1,10,0.01,10,-,kan,7,13320.875,1198.385036801015
55,1x diff 2x bxb1,10,0.01,10,-,kan,8,14962.1875,1279.1262067046287
56,1x diff 2x bxb1,10,0.01,10,-,kan,9,17189.625,1507.5756259163722
57,1x diff 2x bxb1,10,0.01,10,-,kan,10,20148.8125,1743.2836204272664
58,1x diff 2x bxb1,10,0.01,10,-,kan,11,23885.125,1933.9117233140264
59,1x diff 2x bxb1,10,0.01,10,-,kan,12,27585.8125,2177.626639543611
60,1x diff 2x bxb1,10,0.01,10,-,kan,13,32462.6875,2711.1954260792154
61,1x diff 2x bxb1,10,0.01,10,-,kan,14,36473.25,3191.011762972454
62,1x diff 2x bxb1,10,0.01,10,-,kan,15,39934.5,3640.6418095871927
63,1x diff 2x bxb1,10,0.01,10,-,kan,16,43136.8125,3935.420597756992
64,1x diff 2x bxb1,10,0.01,50,+,carb,1,2400.5,216.2703334783971
65,1x diff 2x bxb1,10,0.01,50,+,carb,2,6172.75,380.7611737409311
66,1x diff 2x bxb1,10,0.01,50,+,carb,3,8988.0625,631.4905517616917
67,1x diff 2x bxb1,10,0.01,50,+,carb,4,11380.5625,887.2640305013093
68,1x diff 2x bxb1,10,0.01,50,+,carb,5,13709.3125,1123.6621549170627
69,1x diff 2x bxb1,10,0.01,50,+,carb,6,15921.0625,1368.3465631791842
70,1x diff 2x bxb1,10,0.01,50,+,carb,7,18648.6875,1684.9614861537427
71,1x diff 2x bxb1,10,0.01,50,+,carb,8,21472.0,2061.7727115969196
72,1x diff 2x bxb1,10,0.01,50,+,carb,9,25596.875,2410.8416543072376
73,1x diff 2x bxb1,10,0.01,50,+,carb,10,30158.75,2714.236633014889
74,1x diff 2x bxb1,10,0.01,50,+,carb,11,34639.8125,3216.902890952946
75,1x diff 2x bxb1,10,0.01,50,+,carb,12,39075.6875,3745.4252470513957
76,1x diff 2x bxb1,10,0.01,50,+,carb,13,44169.75,4317.0176461468
77,1x diff 2x bxb1,10,0.01,50,+,carb,14,49115.625,4893.50873059695
78,1x diff 2x bxb1,10,0.01,50,+,carb,15,53759.9375,5450.278685125716
79,1x diff 2x bxb1,10,0.01,50,+,carb,16,58697.8125,6136.363668082611
80,1x diff 2x bxb1,10,0.01,50,+,kan,1,2237.0625,386.20409459063404
81,1x diff 2x bxb1,10,0.01,50,+,kan,2,4264.25,557.2653894561497
82,1x diff 2x bxb1,10,0.01,50,+,kan,3,6837.375,755.605232814823
83,1x diff 2x bxb1,10,0.01,50,+,kan,4,9464.3125,957.686160101523
84,1x diff 2x bxb1,10,0.01,50,+,kan,5,11380.6875,1159.3404509677046
85,1x diff 2x bxb1,10,0.01,50,+,kan,6,12988.25,1295.2640657410366
86,1x diff 2x bxb1,10,0.01,50,+,kan,7,14851.0,1481.5842630682296
87,1x diff 2x bxb1,10,0.01,50,+,kan,8,16690.25,1662.5496770236455
88,1x diff 2x bxb1,10,0.01,50,+,kan,9,19319.0625,1928.148250033472
89,1x diff 2x bxb1,10,0.01,50,+,kan,10,22434.5,2339.389786125555
90,1x diff 2x bxb1,10,0.01,50,+,kan,11,25721.9375,2724.6835129122273
91,1x diff 2x bxb1,10,0.01,50,+,kan,12,29539.875,3139.788468193359
92,1x diff 2x bxb1,10,0.01,50,+,kan,13,35370.25,3914.6125515268345
93,1x diff 2x bxb1,10,0.01,50,+,kan,14,39647.4375,4584.213629694688
94,1x diff 2x bxb1,10,0.01,50,+,kan,15,42935.375,4994.682155982072
95,1x diff 2x bxb1,10,0.01,50,+,kan,16,45779.4375,5143.236872947814
96,1x diff 2x bxb1,10,0.01,50,-,carb,1,2265.875,174.35426784075497
97,1x diff 2x bxb1,10,0.01,50,-,carb,2,6373.6875,619.3788326968054
98,1x diff 2x bxb1,10,0.01,50,-,carb,3,9862.875,999.1744002639666
99,1x diff 2x bxb1,10,0.01,50,-,carb,4,12974.25,1438.8996043604193
100,1x diff 2x bxb1,10,0.01,50,-,carb,5,15578.5,1758.7102620142648
101,1x diff 2x bxb1,10,0.01,50,-,carb,6,18621.1875,2082.562311492744
102,1x diff 2x bxb1,10,0.01,50,-,carb,7,21609.5,2405.24311215549
103,1x diff 2x bxb1,10,0.01,50,-,carb,8,25384.875,2874.152716764666
104,1x diff 2x bxb1,10,0.01,50,-,carb,9,30918.0,3564.988459207928
105,1x diff 2x bxb1,10,0.01,50,-,carb,10,36865.1875,4081.6926017934907
106,1x diff 2x bxb1,10,0.01,50,-,carb,11,42930.5,4882.26398010478
107,1x diff 2x bxb1,10,0.01,50,-,carb,12,48478.125,5616.767733123485
108,1x diff 2x bxb1,10,0.01,50,-,carb,13,54385.9375,6265.862102567598
109,1x diff 2x bxb1,10,0.01,50,-,carb,14,59825.9375,6892.316039503185
110,1x diff 2x bxb1,10,0.01,50,-,carb,15,65243.0625,7481.691335890281
111,1x diff 2x bxb1,10,0.01,50,-,carb,16,71399.875,8156.203383008542
112,1x diff 2x bxb1,10,0.01,50,-,kan,1,1749.25,200.1333484026516
113,1x diff 2x bxb1,10,0.01,50,-,kan,2,3461.375,300.9323310266659
114,1x diff 2x bxb1,10,0.01,50,-,kan,3,5745.0625,401.01660434985195
115,1x diff 2x bxb1,10,0.01,50,-,kan,4,7801.1875,497.3241209211553
116,1x diff 2x bxb1,10,0.01,50,-,kan,5,9297.9375,559.7314048145902
117,1x diff 2x bxb1,10,0.01,50,-,kan,6,10684.875,594.1895290465586
118,1x diff 2x bxb1,10,0.01,50,-,kan,7,12136.1875,583.7470671385482
119,1x diff 2x bxb1,10,0.01,50,-,kan,8,13618.875,657.7207261227431
120,1x diff 2x bxb1,10,0.01,50,-,kan,9,15742.1875,778.9280609319085
121,1x diff 2x bxb1,10,0.01,50,-,kan,10,18543.9375,888.3581339229938
122,1x diff 2x bxb1,10,0.01,50,-,kan,11,21644.9375,1042.685113318357
123,1x diff 2x bxb1,10,0.01,50,-,kan,12,24408.9375,1169.8514691282078
124,1x diff 2x bxb1,10,0.01,50,-,kan,13,28630.0,1519.7626459417943
125,1x diff 2x bxb1,10,0.01,50,-,kan,14,31803.5625,1845.444418745407
126,1x diff 2x bxb1,10,0.01,50,-,kan,15,34600.1875,2102.055438603913
127,1x diff 2x bxb1,10,0.01,50,-,kan,16,37269.625,2293.754840399722
128,1x diff 2x bxb1,15,0.01,10,+,carb,1,7735.4375,486.74842706474146
129,1x diff 2x bxb1,15,0.01,10,+,carb,2,22723.8125,1310.7200566727768
130,1x diff 2x bxb1,15,0.01,10,+,carb,3,34561.1875,2224.0789576409893
131,1x diff 2x bxb1,15,0.01,10,+,carb,4,44913.25,3063.1304249084797
132,1x diff 2x bxb1,15,0.01,10,+,carb,5,55228.625,4042.579602096379
133,1x diff 2x bxb1,15,0.01,10,+,carb,6,64691.1875,4895.5768005232485
134,1x diff 2x bxb1,15,0.01,10,+,carb,7,75365.375,5661.089097325456
135,1x diff 2x bxb1,15,0.01,10,+,carb,8,86768.5,6694.077488987665
136,1x diff 2x bxb1,15,0.01,10,+,carb,9,99659.5,7634.659670588747
137,1x diff 2x bxb1,15,0.01,10,+,carb,10,113784.1875,8643.700100310463
138,1x diff 2x bxb1,15,0.01,10,+,carb,11,128214.3125,9939.408404130858
139,1x diff 2x bxb1,15,0.01,10,+,carb,12,141127.5,11141.650557384088
140,1x diff 2x bxb1,15,0.01,10,+,carb,13,153712.4375,12383.379579782104
141,1x diff 2x bxb1,15,0.01,10,+,carb,14,164203.0625,13501.429195346846
142,1x diff 2x bxb1,15,0.01,10,+,carb,15,172725.375,14691.203589587694
143,1x diff 2x bxb1,15,0.01,10,+,carb,16,178941.125,15858.902265086683
144,1x diff 2x bxb1,15,0.01,10,+,kan,1,7287.0625,957.310795834576
145,1x diff 2x bxb1,15,0.01,10,+,kan,2,16925.75,1991.778046297901
146,1x diff 2x bxb1,15,0.01,10,+,kan,3,25628.8125,1938.9688706242814
147,1x diff 2x bxb1,15,0.01,10,+,kan,4,35313.0,2714.6331506958995
148,1x diff 2x bxb1,15,0.01,10,+,kan,5,44056.625,3940.1589593568415
149,1x diff 2x bxb1,15,0.01,10,+,kan,6,50842.4375,4589.9555120587565
150,1x diff 2x bxb1,15,0.01,10,+,kan,7,58708.75,5299.102592488119
151,1x diff 2x bxb1,15,0.01,10,+,kan,8,66586.5625,6217.898458927718
152,1x diff 2x bxb1,15,0.01,10,+,kan,9,75761.0,7055.208137053283
153,1x diff 2x bxb1,15,0.01,10,+,kan,10,86778.5625,8038.530984476759
154,1x diff 2x bxb1,15,0.01,10,+,kan,11,98119.5625,9022.587538416732
155,1x diff 2x bxb1,15,0.01,10,+,kan,12,107784.3125,9362.586886636696
156,1x diff 2x bxb1,15,0.01,10,+,kan,13,119740.8125,8786.485015300896
157,1x diff 2x bxb1,15,0.01,10,+,kan,14,128844.0,7816.005506102752
158,1x diff 2x bxb1,15,0.01,10,+,kan,15,134597.0625,6623.021863370113
159,1x diff 2x bxb1,15,0.01,10,+,kan,16,138493.75,5242.26926735251
160,1x diff 2x bxb1,15,0.01,10,-,carb,1,7927.4375,322.4204705371985
161,1x diff 2x bxb1,15,0.01,10,-,carb,2,25073.0,1270.3903505840801
162,1x diff 2x bxb1,15,0.01,10,-,carb,3,41289.6875,2885.8292561299795
163,1x diff 2x bxb1,15,0.01,10,-,carb,4,56862.0,4960.553533341099
164,1x diff 2x bxb1,15,0.01,10,-,carb,5,71599.5,7044.245158790462
165,1x diff 2x bxb1,15,0.01,10,-,carb,6,85996.5625,8795.82471337355
166,1x diff 2x bxb1,15,0.01,10,-,carb,7,101748.5625,10857.286988264415
167,1x diff 2x bxb1,15,0.01,10,-,carb,8,118483.8125,12912.73106261939
168,1x diff 2x bxb1,15,0.01,10,-,carb,9,137399.6875,15386.436608114807
169,1x diff 2x bxb1,15,0.01,10,-,carb,10,159092.1875,17834.094195704194
170,1x diff 2x bxb1,15,0.01,10,-,carb,11,180309.8125,20546.47756036039
171,1x diff 2x bxb1,15,0.01,10,-,carb,12,200334.125,24272.02631889229
172,1x diff 2x bxb1,15,0.01,10,-,carb,13,218316.5625,28889.304292960223
173,1x diff 2x bxb1,15,0.01,10,-,carb,14,231581.1875,33528.28806815597
174,1x diff 2x bxb1,15,0.01,10,-,carb,15,242250.0625,37931.4741243408
175,1x diff 2x bxb1,15,0.01,10,-,carb,16,249600.5625,41448.397633544206
176,1x diff 2x bxb1,15,0.01,10,-,kan,1,6773.625,658.2425600469353
177,1x diff 2x bxb1,15,0.01,10,-,kan,2,16045.0,1011.0386455804468
178,1x diff 2x bxb1,15,0.01,10,-,kan,3,26314.625,1728.9590334318843
179,1x diff 2x bxb1,15,0.01,10,-,kan,4,35608.875,1994.8475371387572
180,1x diff 2x bxb1,15,0.01,10,-,kan,5,44257.3125,2048.444077438495
181,1x diff 2x bxb1,15,0.01,10,-,kan,6,50936.125,2287.991379697799
182,1x diff 2x bxb1,15,0.01,10,-,kan,7,58338.8125,2588.8734717398947
183,1x diff 2x bxb1,15,0.01,10,-,kan,8,65905.4375,2975.6781752532606
184,1x diff 2x bxb1,15,0.01,10,-,kan,9,75401.4375,3426.1744121802326
185,1x diff 2x bxb1,15,0.01,10,-,kan,10,87728.4375,3833.1757762004563
186,1x diff 2x bxb1,15,0.01,10,-,kan,11,102169.25,4480.531991691542
187,1x diff 2x bxb1,15,0.01,10,-,kan,12,113875.1875,5101.041027767204
188,1x diff 2x bxb1,15,0.01,10,-,kan,13,128724.75,5387.309877321489
189,1x diff 2x bxb1,15,0.01,10,-,kan,14,141198.875,5491.518569250996
190,1x diff 2x bxb1,15,0.01,10,-,kan,15,150501.5,5228.913633415105
191,1x diff 2x bxb1,15,0.01,10,-,kan,16,157587.75,4994.217062906715
192,1x diff 2x bxb1,15,0.01,50,+,carb,1,7685.9375,648.4512558781887
193,1x diff 2x bxb1,15,0.01,50,+,carb,2,19191.5625,1525.7140117124557
194,1x diff 2x bxb1,15,0.01,50,+,carb,3,27911.625,2242.4417296140127
195,1x diff 2x bxb1,15,0.01,50,+,carb,4,36303.125,3000.0030089270613
196,1x diff 2x bxb1,15,0.01,50,+,carb,5,43880.6875,3726.494196364153
197,1x diff 2x bxb1,15,0.01,50,+,carb,6,51354.5625,4465.194280187753
198,1x diff 2x bxb1,15,0.01,50,+,carb,7,60035.4375,5167.682842418005
199,1x diff 2x bxb1,15,0.01,50,+,carb,8,68571.625,6097.191963460369
200,1x diff 2x bxb1,15,0.01,50,+,carb,9,79971.5,7088.466729231967
201,1x diff 2x bxb1,15,0.01,50,+,carb,10,92524.1875,8160.270968616787
202,1x diff 2x bxb1,15,0.01,50,+,carb,11,104863.5625,9307.75268425467
203,1x diff 2x bxb1,15,0.01,50,+,carb,12,116096.3125,10486.426801678648
204,1x diff 2x bxb1,15,0.01,50,+,carb,13,127668.5,11694.534639248004
205,1x diff 2x bxb1,15,0.01,50,+,carb,14,138475.0,12855.123725581167
206,1x diff 2x bxb1,15,0.01,50,+,carb,15,147098.6875,13905.30191519331
207,1x diff 2x bxb1,15,0.01,50,+,carb,16,154289.6875,15067.232808168057
208,1x diff 2x bxb1,15,0.01,50,+,kan,1,6652.5,1698.9598919002515
209,1x diff 2x bxb1,15,0.01,50,+,kan,2,14026.3125,1837.0041592903376
210,1x diff 2x bxb1,15,0.01,50,+,kan,3,22055.875,2014.6560456174288
211,1x diff 2x bxb1,15,0.01,50,+,kan,4,30790.125,2105.7026440122067
212,1x diff 2x bxb1,15,0.01,50,+,kan,5,37272.75,2593.009875470148
213,1x diff 2x bxb1,15,0.01,50,+,kan,6,43032.1875,2976.2795560121235
214,1x diff 2x bxb1,15,0.01,50,+,kan,7,49921.0625,3632.440516055089
215,1x diff 2x bxb1,15,0.01,50,+,kan,8,56363.1875,4282.002726841562
216,1x diff 2x bxb1,15,0.01,50,+,kan,9,64887.4375,4945.975553326879
217,1x diff 2x bxb1,15,0.01,50,+,kan,10,74578.125,5894.203131346211
218,1x diff 2x bxb1,15,0.01,50,+,kan,11,84164.125,6941.605062180196
219,1x diff 2x bxb1,15,0.01,50,+,kan,12,93269.75,7643.723812009806
220,1x diff 2x bxb1,15,0.01,50,+,kan,13,104428.0625,7657.470784597505
221,1x diff 2x bxb1,15,0.01,50,+,kan,14,112443.75,7422.5510824398225
222,1x diff 2x bxb1,15,0.01,50,+,kan,15,118061.9375,6557.862529805073
223,1x diff 2x bxb1,15,0.01,50,+,kan,16,122234.1875,5388.353896119061
224,1x diff 2x bxb1,15,0.01,50,-,carb,1,9209.75,724.9955664889076
225,1x diff 2x bxb1,15,0.01,50,-,carb,2,24535.3125,2133.6056995729086
226,1x diff 2x bxb1,15,0.01,50,-,carb,3,36143.375,3340.7348501917527
227,1x diff 2x bxb1,15,0.01,50,-,carb,4,46947.1875,4498.974723974817
228,1x diff 2x bxb1,15,0.01,50,-,carb,5,57035.3125,5662.398443980506
229,1x diff 2x bxb1,15,0.01,50,-,carb,6,68336.625,6920.931361508673
230,1x diff 2x bxb1,15,0.01,50,-,carb,7,79379.875,7927.649970424492
231,1x diff 2x bxb1,15,0.01,50,-,carb,8,90715.375,9081.290494944617
232,1x diff 2x bxb1,15,0.01,50,-,carb,9,104378.125,10469.02437380321
233,1x diff 2x bxb1,15,0.01,50,-,carb,10,116253.125,11932.199871266706
234,1x diff 2x bxb1,15,0.01,50,-,carb,11,124411.875,13497.287922684953
235,1x diff 2x bxb1,15,0.01,50,-,carb,12,129097.0,14893.285068877758
236,1x diff 2x bxb1,15,0.01,50,-,carb,13,131733.0,15903.134111596635
237,1x diff 2x bxb1,15,0.01,50,-,carb,14,133033.0,16472.447641006915
238,1x diff 2x bxb1,15,0.01,50,-,carb,15,133952.875,16667.98564346377
239,1x diff 2x bxb1,15,0.01,50,-,carb,16,134953.0,16693.584509796397
240,1x diff 2x bxb1,15,0.01,50,-,kan,1,7480.875,956.8870193795834
241,1x diff 2x bxb1,15,0.01,50,-,kan,2,15785.1875,1301.938717492933
242,1x diff 2x bxb1,15,0.01,50,-,kan,3,24867.25,1788.4867905578728
243,1x diff 2x bxb1,15,0.01,50,-,kan,4,34114.625,2066.006651040325
244,1x diff 2x bxb1,15,0.01,50,-,kan,5,41501.3125,2333.8727309146807
245,1x diff 2x bxb1,15,0.01,50,-,kan,6,47691.1875,2669.5825641782053
246,1x diff 2x bxb1,15,0.01,50,-,kan,7,54712.375,3125.700215837359
247,1x diff 2x bxb1,15,0.01,50,-,kan,8,61697.75,3607.690139529327
248,1x diff 2x bxb1,15,0.01,50,-,kan,9,70856.1875,4148.5029824667745
249,1x diff 2x bxb1,15,0.01,50,-,kan,10,82472.9375,4508.493559284204
250,1x diff 2x bxb1,15,0.01,50,-,kan,11,94332.5625,5022.144785401524
251,1x diff 2x bxb1,15,0.01,50,-,kan,12,103547.625,4876.675226817666
252,1x diff 2x bxb1,15,0.01,50,-,kan,13,116528.1875,4666.526820555553
253,1x diff 2x bxb1,15,0.01,50,-,kan,14,125447.8125,4099.45703667397
254,1x diff 2x bxb1,15,0.01,50,-,kan,15,131449.75,3406.389332667993
255,1x diff 2x bxb1,15,0.01,50,-,kan,16,135955.5625,3130.3910120610904
256,1x diff 2x bxb1,20,0.01,10,+,carb,1,11807.875,1567.883873023036
257,1x diff 2x bxb1,20,0.01,10,+,carb,2,29441.125,3359.073498430356
258,1x diff 2x bxb1,20,0.01,10,+,carb,3,43824.8125,4668.268239152352
259,1x diff 2x bxb1,20,0.01,10,+,carb,4,58415.0625,5999.778688998808
260,1x diff 2x bxb1,20,0.01,10,+,carb,5,73832.8125,7325.689411425976
261,1x diff 2x bxb1,20,0.01,10,+,carb,6,87484.875,8422.657426548938
262,1x diff 2x bxb1,20,0.01,10,+,carb,7,101719.5625,9852.770928009108
263,1x diff 2x bxb1,20,0.01,10,+,carb,8,116110.875,11387.70423919087
264,1x diff 2x bxb1,20,0.01,10,+,carb,9,129656.0,12262.072307963052
265,1x diff 2x bxb1,20,0.01,10,+,carb,10,141726.5,12836.841033302764
266,1x diff 2x bxb1,20,0.01,10,+,carb,11,152070.4375,13420.75885505495
267,1x diff 2x bxb1,20,0.01,10,+,carb,12,159085.875,14096.199621453201
268,1x diff 2x bxb1,20,0.01,10,+,carb,13,163348.125,14756.614525962825
269,1x diff 2x bxb1,20,0.01,10,+,carb,14,166315.3125,15413.356063440333
270,1x diff 2x bxb1,20,0.01,10,+,carb,15,168160.9375,15890.967181383941
271,1x diff 2x bxb1,20,0.01,10,+,carb,16,169756.5,16371.828960137593
272,1x diff 2x bxb1,20,0.01,10,+,kan,1,11296.9375,1655.50219910757
273,1x diff 2x bxb1,20,0.01,10,+,kan,2,25771.1875,2583.410093233637
274,1x diff 2x bxb1,20,0.01,10,+,kan,3,36812.375,3266.606788506124
275,1x diff 2x bxb1,20,0.01,10,+,kan,4,48712.3125,4129.772753498152
276,1x diff 2x bxb1,20,0.01,10,+,kan,5,60756.375,4918.007289180096
277,1x diff 2x bxb1,20,0.01,10,+,kan,6,71669.0,5559.946646712149
278,1x diff 2x bxb1,20,0.01,10,+,kan,7,83565.75,6432.773957299779
279,1x diff 2x bxb1,20,0.01,10,+,kan,8,94089.75,6402.96733107839
280,1x diff 2x bxb1,20,0.01,10,+,kan,9,104066.75,5482.300436078688
281,1x diff 2x bxb1,20,0.01,10,+,kan,10,111853.1875,4453.503411741462
282,1x diff 2x bxb1,20,0.01,10,+,kan,11,117760.75,3335.3286087837632
283,1x diff 2x bxb1,20,0.01,10,+,kan,12,121293.3125,2629.888426985611
284,1x diff 2x bxb1,20,0.01,10,+,kan,13,123365.9375,2520.0631006484737
285,1x diff 2x bxb1,20,0.01,10,+,kan,14,124827.875,2600.527882537917
286,1x diff 2x bxb1,20,0.01,10,+,kan,15,125890.875,2734.668310391068
287,1x diff 2x bxb1,20,0.01,10,+,kan,16,126816.5625,2886.2909767863985
288,1x diff 2x bxb1,20,0.01,10,-,carb,1,13345.875,461.11717987018085
