,strain,sal,las,iptg,chlor,cole1,plate,measurement,std
874,split pir 2x bxb1,15,0.01,50,-,carb,11,73584.0,9354.10758895333
875,split pir 2x bxb1,15,0.01,50,-,carb,12,75777.8125,9524.518202803527
876,split pir 2x bxb1,15,0.01,50,-,carb,13,78063.8125,10109.860087831865
877,split pir 2x bxb1,15,0.01,50,-,carb,14,79935.4375,10661.371231283994
878,split pir 2x bxb1,15,0.01,50,-,carb,15,81616.125,10950.090324969926
879,split pir 2x bxb1,15,0.01,50,-,carb,16,83320.4375,11318.02587038387
880,split pir 2x bxb1,15,0.01,50,-,kan,1,13357.625,1853.5832046143955
881,split pir 2x bxb1,15,0.01,50,-,kan,2,24875.125,3564.012874255246
882,split pir 2x bxb1,15,0.01,50,-,kan,3,33438.75,4063.973196621398
883,split pir 2x bxb1,15,0.01,50,-,kan,4,44820.0625,5083.790391581434
884,split pir 2x bxb1,15,0.01,50,-,kan,5,55188.875,5504.9900593526445
885,split pir 2x bxb1,15,0.01,50,-,kan,6,65805.375,6126.248320313408
886,split pir 2x bxb1,15,0.01,50,-,kan,7,76902.625,6776.449464084102
887,split pir 2x bxb1,15,0.01,50,-,kan,8,86248.5,7191.158033108636
888,split pir 2x bxb1,15,0.01,50,-,kan,9,94879.75,8109.963598650031
889,split pir 2x bxb1,15,0.01,50,-,kan,10,102891.25,8943.427183452342
890,split pir 2x bxb1,15,0.01,50,-,kan,11,111551.5625,11148.22100938563
891,split pir 2x bxb1,15,0.01,50,-,kan,12,119542.0,13306.51212484216
892,split pir 2x bxb1,15,0.01,50,-,kan,13,126065.0,15251.227688287918
893,split pir 2x bxb1,15,0.01,50,-,kan,14,132301.5625,17448.484750908276
894,split pir 2x bxb1,15,0.01,50,-,kan,15,136139.8125,18836.922915489864
895,split pir 2x bxb1,15,0.01,50,-,kan,16,140270.5,20289.78782188574
896,split pir 2x bxb1,20,0.01,10,+,carb,1,19154.5625,2321.022780055317
897,split pir 2x bxb1,20,0.01,10,+,carb,2,43944.875,2908.0352320276806
898,split pir 2x bxb1,20,0.01,10,+,carb,3,60826.3125,2278.992539596326
899,split pir 2x bxb1,20,0.01,10,+,carb,4,79275.3125,2272.998537764286
900,split pir 2x bxb1,20,0.01,10,+,carb,5,99110.0,2091.5030480494224
901,split pir 2x bxb1,20,0.01,10,+,carb,6,115492.8125,1764.0306916972825
902,split pir 2x bxb1,20,0.01,10,+,carb,7,133236.5625,1558.521883010124
903,split pir 2x bxb1,20,0.01,10,+,carb,8,149338.0,1381.9087472457388
904,split pir 2x bxb1,20,0.01,10,+,carb,9,163540.5625,2428.8914496344137
905,split pir 2x bxb1,20,0.01,10,+,carb,10,175235.0,3520.7402326377737
906,split pir 2x bxb1,20,0.01,10,+,carb,11,186320.875,5040.664934524295
907,split pir 2x bxb1,20,0.01,10,+,carb,12,195705.75,6981.423954221046
908,split pir 2x bxb1,20,0.01,10,+,carb,13,203467.5,8957.041778878309
909,split pir 2x bxb1,20,0.01,10,+,carb,14,210245.1875,10920.154826013555
910,split pir 2x bxb1,20,0.01,10,+,carb,15,216008.5625,12816.844907713934
911,split pir 2x bxb1,20,0.01,10,+,carb,16,222139.5625,14846.113436657657
912,split pir 2x bxb1,20,0.01,10,+,kan,1,17764.875,2076.201678718685
913,split pir 2x bxb1,20,0.01,10,+,kan,2,38312.6875,3894.0908982851374
914,split pir 2x bxb1,20,0.01,10,+,kan,3,53512.1875,4449.462198140194
915,split pir 2x bxb1,20,0.01,10,+,kan,4,69947.625,5121.12977037294
916,split pir 2x bxb1,20,0.01,10,+,kan,5,87049.6875,5924.840744921214
917,split pir 2x bxb1,20,0.01,10,+,kan,6,102307.3125,6747.171184691827
918,split pir 2x bxb1,20,0.01,10,+,kan,7,116252.6875,7177.69065496646
919,split pir 2x bxb1,20,0.01,10,+,kan,8,125783.5,7745.966720079
920,split pir 2x bxb1,20,0.01,10,+,kan,9,134232.3125,8738.827785633739
921,split pir 2x bxb1,20,0.01,10,+,kan,10,141428.0,10114.740322208685
922,split pir 2x bxb1,20,0.01,10,+,kan,11,146924.0,11266.653375590919
923,split pir 2x bxb1,20,0.01,10,+,kan,12,151817.75,12315.265103578913
924,split pir 2x bxb1,20,0.01,10,+,kan,13,156760.6875,13290.26184826829
925,split pir 2x bxb1,20,0.01,10,+,kan,14,160577.3125,14012.295437368824
926,split pir 2x bxb1,20,0.01,10,+,kan,15,164208.875,14602.89846412593
927,split pir 2x bxb1,20,0.01,10,+,kan,16,167584.4375,15126.061439585226
928,split pir 2x bxb1,20,0.01,10,-,carb,1,10026.8125,1653.8404858627
929,split pir 2x bxb1,20,0.01,10,-,carb,2,30865.9375,4143.581951451288
930,split pir 2x bxb1,20,0.01,10,-,carb,3,56141.5,3904.5249207993106
931,split pir 2x bxb1,20,0.01,10,-,carb,4,79573.9375,5112.885720255524
932,split pir 2x bxb1,20,0.01,10,-,carb,5,97853.8125,8162.028638490294
933,split pir 2x bxb1,20,0.01,10,-,carb,6,102709.75,9712.168788248511
934,split pir 2x bxb1,20,0.01,10,-,carb,7,104093.9375,10265.890450688421
935,split pir 2x bxb1,20,0.01,10,-,carb,8,104712.0625,10467.221221636551
936,split pir 2x bxb1,20,0.01,10,-,carb,9,107986.5625,10854.115419104866
937,split pir 2x bxb1,20,0.01,10,-,carb,10,112313.6875,11644.314498431964
938,split pir 2x bxb1,20,0.01,10,-,carb,11,116397.9375,13016.954491951474
939,split pir 2x bxb1,20,0.01,10,-,carb,12,119731.5625,14647.517043214184
940,split pir 2x bxb1,20,0.01,10,-,carb,13,122624.5,16374.76039955569
941,split pir 2x bxb1,20,0.01,10,-,carb,14,125498.9375,18416.35894570271
942,split pir 2x bxb1,20,0.01,10,-,carb,15,128215.375,20601.66271332417
943,split pir 2x bxb1,20,0.01,10,-,carb,16,130611.75,22605.977891446575
944,split pir 2x bxb1,20,0.01,10,-,kan,1,19799.4375,1799.1476044723433
945,split pir 2x bxb1,20,0.01,10,-,kan,2,41308.4375,4292.148325202161
946,split pir 2x bxb1,20,0.01,10,-,kan,3,55111.5,5348.66405883616
947,split pir 2x bxb1,20,0.01,10,-,kan,4,70751.25,6950.046032735528
948,split pir 2x bxb1,20,0.01,10,-,kan,5,87434.5625,9370.453695516639
949,split pir 2x bxb1,20,0.01,10,-,kan,6,100010.875,11587.765074021576
950,split pir 2x bxb1,20,0.01,10,-,kan,7,111262.125,15027.510854500917
951,split pir 2x bxb1,20,0.01,10,-,kan,8,117625.5625,17215.286600737607
952,split pir 2x bxb1,20,0.01,10,-,kan,9,121656.0625,18889.300021889754
953,split pir 2x bxb1,20,0.01,10,-,kan,10,124588.625,20353.41346722601
954,split pir 2x bxb1,20,0.01,10,-,kan,11,127888.375,22149.0103709108
955,split pir 2x bxb1,20,0.01,10,-,kan,12,130961.0,23924.50153533581
956,split pir 2x bxb1,20,0.01,10,-,kan,13,133609.625,25579.641983072062
957,split pir 2x bxb1,20,0.01,10,-,kan,14,135854.0,27116.733805635853
958,split pir 2x bxb1,20,0.01,10,-,kan,15,137870.0625,28576.390397916024
959,split pir 2x bxb1,20,0.01,10,-,kan,16,139721.4375,30010.48234181504
960,split pir 2x bxb1,20,0.01,50,+,carb,1,26517.875,2677.6129394614572
961,split pir 2x bxb1,20,0.01,50,+,carb,2,49852.6875,1889.1775031459752
962,split pir 2x bxb1,20,0.01,50,+,carb,3,70024.0625,2185.2430305754447
963,split pir 2x bxb1,20,0.01,50,+,carb,4,91569.25,2842.72152045485
964,split pir 2x bxb1,20,0.01,50,+,carb,5,113236.375,3360.267535586156
965,split pir 2x bxb1,20,0.01,50,+,carb,6,132178.8125,3684.9146136405143
966,split pir 2x bxb1,20,0.01,50,+,carb,7,151826.875,4521.649886537938
967,split pir 2x bxb1,20,0.01,50,+,carb,8,167959.1875,4357.190976973746
968,split pir 2x bxb1,20,0.01,50,+,carb,9,182167.5,5155.7519058121525
969,split pir 2x bxb1,20,0.01,50,+,carb,10,192298.0625,6848.875316625247
970,split pir 2x bxb1,20,0.01,50,+,carb,11,201693.5,8971.847711432854
971,split pir 2x bxb1,20,0.01,50,+,carb,12,209399.4375,11041.263147321179
972,split pir 2x bxb1,20,0.01,50,+,carb,13,215643.6875,12826.140609088421
973,split pir 2x bxb1,20,0.01,50,+,carb,14,221519.3125,14612.53972238888
974,split pir 2x bxb1,20,0.01,50,+,carb,15,226919.9375,16279.41946015955
975,split pir 2x bxb1,20,0.01,50,+,carb,16,232595.625,18046.689096321403
976,split pir 2x bxb1,20,0.01,50,+,kan,1,24296.125,2960.0004313464938
977,split pir 2x bxb1,20,0.01,50,+,kan,2,43913.4375,4664.502273535883
978,split pir 2x bxb1,20,0.01,50,+,kan,3,61437.4375,5542.208117435171
979,split pir 2x bxb1,20,0.01,50,+,kan,4,79718.4375,6210.682993482739
980,split pir 2x bxb1,20,0.01,50,+,kan,5,98429.5,7387.960060608262
981,split pir 2x bxb1,20,0.01,50,+,kan,6,116509.875,8019.767336088995
982,split pir 2x bxb1,20,0.01,50,+,kan,7,133097.875,8833.552742445781
983,split pir 2x bxb1,20,0.01,50,+,kan,8,143811.8125,9267.87404708753
984,split pir 2x bxb1,20,0.01,50,+,kan,9,153938.25,10931.855773054142
985,split pir 2x bxb1,20,0.01,50,+,kan,10,160842.4375,12735.418259544349
986,split pir 2x bxb1,20,0.01,50,+,kan,11,166035.5625,14415.802102052305
987,split pir 2x bxb1,20,0.01,50,+,kan,12,170796.375,16026.830316133719
988,split pir 2x bxb1,20,0.01,50,+,kan,13,175270.625,17526.283416934537
989,split pir 2x bxb1,20,0.01,50,+,kan,14,178688.3125,18681.201712526614
990,split pir 2x bxb1,20,0.01,50,+,kan,15,181912.6875,19739.914654500524
991,split pir 2x bxb1,20,0.01,50,+,kan,16,184937.75,20741.364337271272
992,split pir 2x bxb1,20,0.01,50,-,carb,1,13055.0625,2632.114907900652
993,split pir 2x bxb1,20,0.01,50,-,carb,2,32796.75,2718.2149999060566
994,split pir 2x bxb1,20,0.01,50,-,carb,3,39229.875,4629.690422772812
995,split pir 2x bxb1,20,0.01,50,-,carb,4,40257.8125,5112.738041524325
996,split pir 2x bxb1,20,0.01,50,-,carb,5,40570.625,5162.554660727575
997,split pir 2x bxb1,20,0.01,50,-,carb,6,40800.0,5174.458715653263
998,split pir 2x bxb1,20,0.01,50,-,carb,7,41244.25,5177.212749843574
999,split pir 2x bxb1,20,0.01,50,-,carb,8,42491.375,5195.05186795226
1000,split pir 2x bxb1,20,0.01,50,-,carb,9,44546.0,5245.466634560335
1001,split pir 2x bxb1,20,0.01,50,-,carb,10,46083.875,5371.995204962758
1002,split pir 2x bxb1,20,0.01,50,-,carb,11,48350.375,5490.892769915861
1003,split pir 2x bxb1,20,0.01,50,-,carb,12,49910.3125,5577.948585645726
1004,split pir 2x bxb1,20,0.01,50,-,carb,13,51443.875,5557.688270379535
1005,split pir 2x bxb1,20,0.01,50,-,carb,14,52749.0,5522.9670209304795
1006,split pir 2x bxb1,20,0.01,50,-,carb,15,53976.625,5508.870526899581
1007,split pir 2x bxb1,20,0.01,50,-,carb,16,55339.5625,5588.650926127623
1008,split pir 2x bxb1,20,0.01,50,-,kan,1,23280.125,1787.5957466864336
1009,split pir 2x bxb1,20,0.01,50,-,kan,2,41796.125,3609.076026887928
1010,split pir 2x bxb1,20,0.01,50,-,kan,3,54649.3125,3504.1104937884834
1011,split pir 2x bxb1,20,0.01,50,-,kan,4,69592.75,5089.897690523848
1012,split pir 2x bxb1,20,0.01,50,-,kan,5,84755.8125,6721.75275259097
1013,split pir 2x bxb1,20,0.01,50,-,kan,6,97089.25,9742.447965328984
1014,split pir 2x bxb1,20,0.01,50,-,kan,7,105961.125,13050.020193607803
1015,split pir 2x bxb1,20,0.01,50,-,kan,8,111257.0625,15303.20784400984
1016,split pir 2x bxb1,20,0.01,50,-,kan,9,114955.25,16921.23985452265
1017,split pir 2x bxb1,20,0.01,50,-,kan,10,117396.8125,18149.022612285487
1018,split pir 2x bxb1,20,0.01,50,-,kan,11,120223.625,19764.960118405066
1019,split pir 2x bxb1,20,0.01,50,-,kan,12,122847.5625,21304.628471695163
1020,split pir 2x bxb1,20,0.01,50,-,kan,13,125263.375,22703.194087349413
1021,split pir 2x bxb1,20,0.01,50,-,kan,14,127495.9375,24066.638443285377
1022,split pir 2x bxb1,20,0.01,50,-,kan,15,129420.875,25266.229016147794
1023,split pir 2x bxb1,20,0.01,50,-,kan,16,131166.5,26424.371491376773
1024,split pir 2x bxb1,30,0.01,10,+,carb,1,23176.6875,909.1031270079951
1025,split pir 2x bxb1,30,0.01,10,+,carb,2,50562.25,817.8461259395223
1026,split pir 2x bxb1,30,0.01,10,+,carb,3,58036.25,6083.252654389989
1027,split pir 2x bxb1,30,0.01,10,+,carb,4,64945.8125,9139.604531681643
1028,split pir 2x bxb1,30,0.01,10,+,carb,5,78892.875,9474.802337742232
1029,split pir 2x bxb1,30,0.01,10,+,carb,6,90177.75,10388.318167881793
1030,split pir 2x bxb1,30,0.01,10,+,carb,7,100848.1875,12561.227027010824
1031,split pir 2x bxb1,30,0.01,10,+,carb,8,109700.0625,15997.153153959927
1032,split pir 2x bxb1,30,0.01,10,+,carb,9,116323.4375,19679.834398688963
1033,split pir 2x bxb1,30,0.01,10,+,carb,10,121821.125,22944.86378527883
1034,split pir 2x bxb1,30,0.01,10,+,carb,11,126786.25,25799.935339066258
1035,split pir 2x bxb1,30,0.01,10,+,carb,12,131039.875,28310.386928715256
1036,split pir 2x bxb1,30,0.01,10,+,carb,13,134709.0625,30391.790896365306
1037,split pir 2x bxb1,30,0.01,10,+,carb,14,138231.9375,32466.69083563898
1038,split pir 2x bxb1,30,0.01,10,+,carb,15,141243.4375,34165.94491013938
1039,split pir 2x bxb1,30,0.01,10,+,carb,16,144427.0,35973.435890747416
1040,split pir 2x bxb1,30,0.01,10,+,kan,1,22080.375,1521.4748190489374
1041,split pir 2x bxb1,30,0.01,10,+,kan,2,46708.0625,3589.39964575753
1042,split pir 2x bxb1,30,0.01,10,+,kan,3,53399.375,7078.449955170775
1043,split pir 2x bxb1,30,0.01,10,+,kan,4,57285.25,8555.279969535937
1044,split pir 2x bxb1,30,0.01,10,+,kan,5,72478.75,9418.511480058833
1045,split pir 2x bxb1,30,0.01,10,+,kan,6,82055.5625,11834.944702138602
1046,split pir 2x bxb1,30,0.01,10,+,kan,7,89921.625,13347.933648937145
1047,split pir 2x bxb1,30,0.01,10,+,kan,8,95800.25,15425.55260413244
1048,split pir 2x bxb1,30,0.01,10,+,kan,9,101342.9375,17895.770458881183
1049,split pir 2x bxb1,30,0.01,10,+,kan,10,106666.875,20304.687185387236
1050,split pir 2x bxb1,30,0.01,10,+,kan,11,110970.875,22217.165462687368
1051,split pir 2x bxb1,30,0.01,10,+,kan,12,115170.375,24072.609017526836
1052,split pir 2x bxb1,30,0.01,10,+,kan,13,119618.75,25968.93988979912
1053,split pir 2x bxb1,30,0.01,10,+,kan,14,122999.3125,27385.550767743905
1054,split pir 2x bxb1,30,0.01,10,+,kan,15,126442.8125,28802.736689093457
1055,split pir 2x bxb1,30,0.01,10,+,kan,16,129709.5625,30093.81846283564
1056,split pir 2x bxb1,30,0.01,10,-,carb,1,16011.625,3997.1332740745943
1057,split pir 2x bxb1,30,0.01,10,-,carb,2,36169.0,6042.37229311232
1058,split pir 2x bxb1,30,0.01,10,-,carb,3,57709.5,5293.647878083964
1059,split pir 2x bxb1,30,0.01,10,-,carb,4,80552.5625,6626.431427233018
1060,split pir 2x bxb1,30,0.01,10,-,carb,5,99414.8125,9287.664222495421
1061,split pir 2x bxb1,30,0.01,10,-,carb,6,104814.0,10765.197519918394
1062,split pir 2x bxb1,30,0.01,10,-,carb,7,106123.6875,11101.698415549823
1063,split pir 2x bxb1,30,0.01,10,-,carb,8,107236.6875,9897.548715058909
1064,split pir 2x bxb1,30,0.01,10,-,carb,9,111057.5625,9163.056451384004
1065,split pir 2x bxb1,30,0.01,10,-,carb,10,116970.0625,10319.468810517816
1066,split pir 2x bxb1,30,0.01,10,-,carb,11,122268.4375,11653.323172375398
1067,split pir 2x bxb1,30,0.01,10,-,carb,12,126445.3125,12896.665720635756
1068,split pir 2x bxb1,30,0.01,10,-,carb,13,130216.9375,14344.602871158544
1069,split pir 2x bxb1,30,0.01,10,-,carb,14,133880.375,15881.60719365554
1070,split pir 2x bxb1,30,0.01,10,-,carb,15,137224.9375,17502.20637200902
1071,split pir 2x bxb1,30,0.01,10,-,carb,16,140177.875,19238.05835493429
1072,split pir 2x bxb1,30,0.01,10,-,kan,1,24380.5,1418.5508450527946
1073,split pir 2x bxb1,30,0.01,10,-,kan,2,52956.75,3760.8175403000578
1074,split pir 2x bxb1,30,0.01,10,-,kan,3,66946.75,5299.806829363826
1075,split pir 2x bxb1,30,0.01,10,-,kan,4,80270.6875,6926.834795290704
1076,split pir 2x bxb1,30,0.01,10,-,kan,5,91741.6875,8741.010463562388
1077,split pir 2x bxb1,30,0.01,10,-,kan,6,97322.8125,10198.509414676737
1078,split pir 2x bxb1,30,0.01,10,-,kan,7,102621.1875,12325.260643252423
1079,split pir 2x bxb1,30,0.01,10,-,kan,8,107858.8125,15340.75650708991
1080,split pir 2x bxb1,30,0.01,10,-,kan,9,112325.0625,18281.96236231123
1081,split pir 2x bxb1,30,0.01,10,-,kan,10,115857.625,20942.74306080066
1082,split pir 2x bxb1,30,0.01,10,-,kan,11,119980.0625,24004.78047544087
1083,split pir 2x bxb1,30,0.01,10,-,kan,12,123482.3125,26644.485858023098
1084,split pir 2x bxb1,30,0.01,10,-,kan,13,126565.9375,29110.515628791374
1085,split pir 2x bxb1,30,0.01,10,-,kan,14,129644.0,31741.57985536142
1086,split pir 2x bxb1,30,0.01,10,-,kan,15,132468.625,34395.211607919664
1087,split pir 2x bxb1,30,0.01,10,-,kan,16,135029.5625,36767.67453060355
1088,split pir 2x bxb1,30,0.01,50,+,carb,1,33116.125,1816.945331947474
1089,split pir 2x bxb1,30,0.01,50,+,carb,2,56910.75,5329.356266406453
1090,split pir 2x bxb1,30,0.01,50,+,carb,3,73952.3125,10779.907847928087
1091,split pir 2x bxb1,30,0.01,50,+,carb,4,88098.4375,15173.191444211028
1092,split pir 2x bxb1,30,0.01,50,+,carb,5,103041.6875,20048.35019742006
1093,split pir 2x bxb1,30,0.01,50,+,carb,6,112157.0,23568.487377973885
1094,split pir 2x bxb1,30,0.01,50,+,carb,7,119445.875,26149.19615638309
1095,split pir 2x bxb1,30,0.01,50,+,carb,8,124926.6875,27900.658445811307
1096,split pir 2x bxb1,30,0.01,50,+,carb,9,129953.5,29528.171139729307
1097,split pir 2x bxb1,30,0.01,50,+,carb,10,134050.5625,30762.99692631381
1098,split pir 2x bxb1,30,0.01,50,+,carb,11,138275.75,31973.198136430277
1099,split pir 2x bxb1,30,0.01,50,+,carb,12,142109.0625,33068.5258283435
1100,split pir 2x bxb1,30,0.01,50,+,carb,13,145335.875,33975.88132752619
1101,split pir 2x bxb1,30,0.01,50,+,carb,14,148059.6875,34715.64351262317
1102,split pir 2x bxb1,30,0.01,50,+,carb,15,150820.875,35370.19776162453
1103,split pir 2x bxb1,30,0.01,50,+,carb,16,153392.3125,35878.99843117291
1104,split pir 2x bxb1,30,0.01,50,+,kan,1,32584.125,1567.7822085900293
1105,split pir 2x bxb1,30,0.01,50,+,kan,2,58838.3125,5967.095745703504
1106,split pir 2x bxb1,30,0.01,50,+,kan,3,73041.75,13796.725768405035
1107,split pir 2x bxb1,30,0.01,50,+,kan,4,83868.125,17629.566613565486
1108,split pir 2x bxb1,30,0.01,50,+,kan,5,95509.25,23525.919866637065
1109,split pir 2x bxb1,30,0.01,50,+,kan,6,102629.5,28209.77585999982
1110,split pir 2x bxb1,30,0.01,50,+,kan,7,107302.3125,31482.884709606784
1111,split pir 2x bxb1,30,0.01,50,+,kan,8,111219.875,34296.42066575086
1112,split pir 2x bxb1,30,0.01,50,+,kan,9,115113.5,37295.33253064555
1113,split pir 2x bxb1,30,0.01,50,+,kan,10,118009.6875,39428.612754968315
1114,split pir 2x bxb1,30,0.01,50,+,kan,11,120362.75,41168.611444712515
1115,split pir 2x bxb1,30,0.01,50,+,kan,12,122756.375,42957.45191029142
1116,split pir 2x bxb1,30,0.01,50,+,kan,13,124877.3125,44404.48501312958
1117,split pir 2x bxb1,30,0.01,50,+,kan,14,126513.625,45347.15114516173
1118,split pir 2x bxb1,30,0.01,50,+,kan,15,128093.0625,46290.37975219774
1119,split pir 2x bxb1,30,0.01,50,+,kan,16,129627.0625,47147.77962385738
1120,split pir 2x bxb1,30,0.01,50,-,carb,1,20953.9375,4848.632903329556
1121,split pir 2x bxb1,30,0.01,50,-,carb,2,36931.5625,5157.031984426008
1122,split pir 2x bxb1,30,0.01,50,-,carb,3,39838.8125,5180.545827127127
1123,split pir 2x bxb1,30,0.01,50,-,carb,4,40427.875,5187.330628904565
1124,split pir 2x bxb1,30,0.01,50,-,carb,5,40717.25,5190.772327615887
1125,split pir 2x bxb1,30,0.01,50,-,carb,6,40934.3125,5188.233541510057
1126,split pir 2x bxb1,30,0.01,50,-,carb,7,41238.8125,5168.116663996525
1127,split pir 2x bxb1,30,0.01,50,-,carb,8,41898.5,5068.894539950782
1128,split pir 2x bxb1,30,0.01,50,-,carb,9,42851.0625,4930.898682488241
1129,split pir 2x bxb1,30,0.01,50,-,carb,10,43727.625,4862.513802771447
1130,split pir 2x bxb1,30,0.01,50,-,carb,11,44767.5,4842.535522400871
1131,split pir 2x bxb1,30,0.01,50,-,carb,12,45562.5,4903.3690094522935
1132,split pir 2x bxb1,30,0.01,50,-,carb,13,46322.5,5005.039281992274
1133,split pir 2x bxb1,30,0.01,50,-,carb,14,47014.625,5135.250374686154
1134,split pir 2x bxb1,30,0.01,50,-,carb,15,47698.3125,5348.222514720594
1135,split pir 2x bxb1,30,0.01,50,-,carb,16,48304.4375,5543.419293163871
1136,split pir 2x bxb1,30,0.01,50,-,kan,1,33508.375,2385.422450606421
1137,split pir 2x bxb1,30,0.01,50,-,kan,2,59802.875,4999.701717888492
1138,split pir 2x bxb1,30,0.01,50,-,kan,3,75734.5625,5224.251712907928
1139,split pir 2x bxb1,30,0.01,50,-,kan,4,87746.0625,6599.846261399362
1140,split pir 2x bxb1,30,0.01,50,-,kan,5,93403.1875,7126.747875521487
1141,split pir 2x bxb1,30,0.01,50,-,kan,6,97862.6875,7584.3980359000325
1142,split pir 2x bxb1,30,0.01,50,-,kan,7,101642.0,8364.73556067375
1143,split pir 2x bxb1,30,0.01,50,-,kan,8,104708.3125,9231.909444721376
1144,split pir 2x bxb1,30,0.01,50,-,kan,9,106940.6875,10253.432797770356
1145,split pir 2x bxb1,30,0.01,50,-,kan,10,108236.5625,10835.598336823135
1146,split pir 2x bxb1,30,0.01,50,-,kan,11,109558.375,11446.150228507899
1147,split pir 2x bxb1,30,0.01,50,-,kan,12,110697.9375,11960.418854459369
1148,split pir 2x bxb1,30,0.01,50,-,kan,13,111638.875,12418.018244671732
1149,split pir 2x bxb1,30,0.01,50,-,kan,14,112479.5625,12788.600178723627
1150,split pir 2x bxb1,30,0.01,50,-,kan,15,113215.1875,13132.855657084694
1151,split pir 2x bxb1,30,0.01,50,-,kan,16,113922.625,13434.55700994906
